name;alias;description;group_type;department;group_id;sku;unit;price;VAT;purchase_price;available;reserved;last_reserved_at
Эндоскопическое удаление инородных тел из гортани/трахеи/носа/бронхов. Собаки средних пород ( 11-30 кг) (2023);;;Услуги платные;Хирургия;Хирургия;2209;1 голова;10500;;;;;
Эндоскопическое удаление инородных тел из ЖКТ кошке, собаке до 10 кг (2023);;;Услуги платные;Хирургия;Хирургия;2196;1 голова;9500;;;;;
Эндоскопическое удаление инородных тел из ЖКТ собаке от 11-30 кг (2023);;;Услуги платные;Хирургия;Хирургия;2197;1 голова;11000;;;;;
Эндоскопическое удаление патологических образований из носа/уха/гортани/трахеи. Кошки/собаки мелких пород до 10 кг (2023);;;Услуги платные;Хирургия;Хирургия;2211;1 голова;9000;;;;;
Эндоскопическое удаление патологических образований из носа/уха/гортани/трахеи. Собаки крупных пород ( более 30 кг) (2023);;;Услуги платные;Хирургия;Хирургия;2213;1 голова;12000;;;;;
Эндоскопическое удаление патологических образований из носа/уха/гортани/трахеи. Собаки средних пород (11-30 кг) (2023);;;Услуги платные;Хирургия;Хирургия;2212;1 голова;10500;;;;;
Эндоскопическое удаление реминантного яичника/кисты яичника, кошки и собаки мелких пород ( до 10 кг ) (2023);;;Услуги платные;Хирургия;Хирургия;2222;1 голова;6500;;;;;
Эндоскопическое удаление реминантного яичника/кисты яичника, собаки крупных пород ( 11-30 кг) (2023);;;Услуги платные;Хирургия;Хирургия;2223;1 голова;8500;;;;;
Эндоскопическое удаление реминантного яичника/кисты яичника, собаки средних пород ( более 30 кг) (2023);;;Услуги платные;Хирургия;Хирургия;2224;1 голова;10500;;;;;
Энтеротомия*;;;Услуги платные;Хирургия;Хирургия;2148;1 голова;5500;;;;;
Эпиглотопексия (2023);;;Услуги платные;Хирургия;Хирургия;2234;1 голова;5000;;;;;
Эпидуральная анестезия;;;Услуги платные;Хирургия;Хирургия;47541;1 процедура;1300;;;;;
Парциальная резекция мочевого пузыря у кошек и собак до 10 кг;;;Услуги платные;Хирургия;Хирургия;;1 голова;7000;;;;;
Парциальная резекция мочевого пузыря у собак от 10 кг;;;Услуги платные;Хирургия;Хирургия;;1 голова;8500;;;;;
